Label,<= 0.1,<= 0.2,<= 0.3,<= 0.4,<= 0.5,<= 0.6,<= 0.7,<= 0.8,<= 0.9
Bed,0,0,0,0,0,0,0,0,0,0,0
Cabinet,0,0,0,0,0,0,0,0,0,0,0
Bed,0,0,0,0,0,0,0,0,0,6,0
Cabinet,0,0,0,0,0,0,0,0,0,499,0
Chair,0,0,0,0,0,0,0,0,0,70,0
Clock,0,0,0,0,0,0,0,0,3,4382,0
Cloth,0,0,0,0,0,0,0,0,4,349,0
Lamp,0,0,0,0,0,0,0,0,24,53,0
Painting,0,0,0,0,0,0,0,0,0,217,0
Rug,0,0,0,0,0,0,0,0,1195,344191,0
Screen,0,0,0,0,0,0,0,0,6,56,0
Shelf,0,0,0,0,0,0,0,0,0,2710,0
Table,0,0,0,0,0,0,0,0,0,17,0
