//X Y Z R G B
25146
3.5271933078765869 -0.1178411692380905 1.5578917264938354 255 176 0
3.2931563854217529 -0.4845022559165955 1.7429193258285522 255 176 0
3.2568490505218506 -0.6512181758880615 1.7871171236038208 255 176 0
4.7231569290161133 -0.0315425246953964 1.9792071580886841 255 176 0
3.3672578334808350 -0.1636385023593903 1.5411894321441650 255 176 0
3.2680356502532959 -0.8085867762565613 1.8757002353668213 255 176 0
6.1300430297851563 -0.4222347736358643 3.0908102989196777 255 176 0
3.2946999073028564 -0.6355432868003845 1.8524010181427002 255 176 0
3.2966842651367188 -0.5331763625144958 1.7798304557800293 255 176 0
3.3799028396606445 -0.8624246120452881 2.0611011981964111 255 176 0
3.3231832981109619 -0.5794970989227295 1.8321642875671387 255 176 0
3.3505070209503174 -0.6923953890800476 1.8431392908096313 255 176 0
3.3043935298919678 -0.7852015495300293 1.8646998405456543 255 176 0
3.1537015438079834 -0.7247095704078674 1.8036401271820068 255 176 0
2.7578785419464111 -1.0853174924850464 1.8822225332260132 255 176 0
3.1703057289123535 -0.8416778445243835 1.8891992568969727 255 176 0
3.2349104881286621 -0.7208976745605469 1.8144593238830566 255 176 0
3.2908616065979004 -0.3882436454296112 1.6783182621002197 255 176 0
3.0614733695983887 -0.8857436776161194 1.8946739435195923 255 176 0
3.0112428665161133 -0.5718616247177124 1.6354476213455200 255 176 0
2.9751162528991699 -1.0709582567214966 1.8766103982925415 255 176 0
3.1981871128082275 -1.0375708341598511 2.1099801063537598 255 176 0
3.2531774044036865 -1.0664770603179932 2.1116673946380615 255 176 0
3.3324863910675049 -1.0801304578781128 2.0264863967895508 255 176 0
3.2601358890533447 -0.8248534798622131 1.8921902179718018 255 176 0
3.3524806499481201 -1.1791499853134155 1.8841974735260010 255 176 0
3.2757551670074463 -0.7079871296882629 1.8718919754028320 255 176 0
3.4048390388488770 -0.8573324084281921 2.0687925815582275 255 176 0
3.2973692417144775 -0.7252662181854248 1.8788905143737793 255 176 0
3.2784385681152344 -0.4590674638748169 1.7305698394775391 255 176 0
3.3625380992889404 -0.6950380802154541 1.9222574234008789 255 176 0
3.3229756355285645 -0.7301474809646606 1.9251927137374878 255 176 0
4.2922267913818359 -0.5133294463157654 1.8349070549011230 255 176 0
3.2470407485961914 -0.6993041038513184 1.7790027856826782 255 176 0
3.3777098655700684 -0.6438316106796265 1.8170469999313354 255 176 0
3.3608586788177490 -0.6953495144844055 1.9168934822082520 255 176 0
3.2781560420989990 -1.2654902935028076 1.8095084428787231 255 176 0
3.3663532733917236 -1.1537091732025146 1.6509966850280762 255 176 0
3.3287675380706787 -0.4757429361343384 1.5995061397552490 255 176 0
3.3216207027435303 -0.6935979127883911 1.9119025468826294 255 176 0
3.4589202404022217 -1.1818611621856689 1.8594716787338257 255 176 0
3.2610664367675781 -0.4271560311317444 1.6732571125030518 255 176 0
3.3300979137420654 -0.4337665140628815 1.6108446121215820 255 176 0
3.2017605304718018 -0.7187433838844299 1.6911185979843140 255 176 0
3.2521603107452393 -1.2174780368804932 1.6477078199386597 255 176 0
3.3133094310760498 -0.4096585214138031 1.6688416004180908 255 176 0
3.3441922664642334 -0.4096852540969849 1.7105038166046143 255 176 0
3.3077664375305176 -0.4965798258781433 1.7552684545516968 255 176 0
3.2668654918670654 -0.5587368607521057 1.6665145158767700 255 176 0
3.2554988861083984 -0.6095483303070068 1.6424374580383301 255 176 0
3.3039619922637939 -0.2160147279500961 1.3793046474456787 255 176 0
3.0896987915039063 -1.0286537408828735 1.9938898086547852 255 176 0
3.2116141319274902 -0.2472539991140366 1.0134069919586182 255 176 0
3.2117648124694824 -0.8041036128997803 1.7342519760131836 255 176 0
3.6247410774230957 -0.2396695762872696 1.0478615760803223 255 176 0
3.4130406379699707 -0.1767749786376953 1.3894692659378052 255 176 0
3.1167554855346680 -1.1266500949859619 1.7725582122802734 255 176 0
3.1653928756713867 -1.2051178216934204 1.8350890874862671 255 176 0
3.4912269115447998 -0.9876342415809631 2.1019275188446045 255 176 0
3.2451133728027344 -1.1832784414291382 1.9057159423828125 255 176 0
3.2923502922058105 -0.3498193025588989 1.6960480213165283 255 176 0
3.2597582340240479 -0.5289648175239563 1.6662398576736450 255 176 0
3.3170356750488281 -0.7025822401046753 1.9146965742111206 255 176 0
3.1063590049743652 -0.9283810257911682 1.9539139270782471 255 176 0
3.2979447841644287 -0.6543905735015869 1.8657584190368652 255 176 0
3.2429664134979248 -0.8068256974220276 1.9492526054382324 255 176 0
3.5450150966644287 -0.7223626375198364 2.0403468608856201 255 176 0
3.2924401760101318 -0.5299291610717773 1.8311117887496948 255 176 0
3.3352358341217041 -1.0722635984420776 2.0558688640594482 255 176 0
3.2014815807342529 -1.2776839733123779 1.7839193344116211 255 176 0
2.9644000530242920 -0.0424990579485893 1.2781630754470825 255 176 0
3.8329079151153564 -0.6929005980491638 1.8130517005920410 255 176 0
3.6040687561035156 -1.0308567285537720 1.7495431900024414 255 176 0
3.3482081890106201 -1.2012565135955811 1.8723634481430054 255 176 0
3.3041768074035645 -0.6319353580474854 1.8060554265975952 255 176 0
3.2917039394378662 -0.6607764363288879 1.8657890558242798 255 176 0
3.3519082069396973 -1.1637588739395142 1.6586341857910156 255 176 0
3.3721523284912109 -1.0977473258972168 2.1156110763549805 255 176 0
3.3734393119812012 -1.2156721353530884 1.6878833770751953 255 176 0
3.1117291450500488 -1.2080380916595459 1.6550537347793579 255 176 0
3.3309202194213867 -1.1163443326950073 1.6008710861206055 255 176 0
3.2215020656585693 -0.7760431170463562 1.9929134845733643 255 176 0
3.0287892818450928 -0.8538314700126648 1.7572271823883057 255 176 0
3.4300930500030518 -1.0030785799026489 1.8980572223663330 255 176 0
3.4184389114379883 -1.1344914436340332 1.7076699733734131 255 176 0
3.2797095775604248 -1.2455542087554932 1.6090990304946899 255 176 0
3.3278532028198242 -1.2360087633132935 1.7839269638061523 255 176 0
2.9848518371582031 -0.9476919770240784 1.9283013343811035 255 176 0
3.2937943935394287 -1.2617648839950562 1.6830782890319824 255 176 0
3.3096868991851807 -1.0053062438964844 2.0822124481201172 255 176 0
3.2728328704833984 -0.3615779876708984 1.6299993991851807 255 176 0
3.1512081623077393 -1.2050257921218872 1.8700677156448364 255 176 0
3.3992912769317627 -0.7824026346206665 1.8022489547729492 255 176 0
3.3644890785217285 -1.1717469692230225 1.9258884191513062 255 176 0
3.2777686119079590 -1.1352862119674683 1.9976484775543213 255 176 0
3.3054685592651367 -1.0185225009918213 2.1481728553771973 255 176 0
3.3020145893096924 -0.7478300333023071 1.8411010503768921 255 176 0
3.3529131412506104 -0.6091660857200623 1.6950205564498901 255 176 0
3.3838436603546143 -0.5145802497863770 1.5517665147781372 255 176 0
3.2028462886810303 -1.1143574714660645 1.8087520599365234 255 176 0
3.3856351375579834 -0.7020059823989868 1.9880892038345337 255 176 0
3.0565679073333740 -0.7452536225318909 1.4905574321746826 255 176 0
3.9499282836914063 -0.5190612077713013 1.7532467842102051 255 176 0
3.7334227561950684 -0.9977595806121826 1.5739898681640625 255 176 0
3.3986017704010010 -1.2351499795913696 1.7125676870346069 255 176 0
3.1652221679687500 -1.1975423097610474 1.5875995159149170 255 176 0
3.3055000305175781 -0.6120865941047668 1.7908473014831543 255 176 0
3.2913520336151123 -0.7449580430984497 1.9702663421630859 255 176 0
3.4125843048095703 -0.9340522289276123 2.1253609657287598 255 176 0
3.4236249923706055 -1.1684553623199463 1.9865489006042480 255 176 0
3.1144027709960938 -1.1580317020416260 1.7989237308502197 255 176 0
3.2524387836456299 -1.3474636077880859 1.6398397684097290 255 176 0
3.8541486263275146 -1.1706086397171021 1.8542675971984863 255 176 0
3.2923884391784668 -0.6267114281654358 1.8870611190795898 255 176 0
3.3458886146545410 -0.9843593239784241 2.1652998924255371 255 176 0
3.1240417957305908 -1.1931952238082886 1.5691521167755127 255 176 0
3.5163764953613281 -0.4031617641448975 1.3527344465255737 255 176 0
3.3232092857360840 -0.6319832205772400 1.7935709953308105 255 176 0
3.3008830547332764 -0.5211878418922424 1.7327407598495483 255 176 0
5.1804208755493164 -0.3513914942741394 1.9275962114334106 255 176 0
3.3148074150085449 -0.7160485982894897 1.9497959613800049 255 176 0
3.3911383152008057 -1.1847677230834961 1.5489513874053955 255 176 0
3.3124730587005615 -1.2911480665206909 1.6785526275634766 255 176 0
3.3952794075012207 -1.2710556983947754 1.6334036588668823 255 176 0
4.4164905548095703 -0.7771328091621399 1.6221147775650024 255 176 0
3.2804033756256104 -1.2074701786041260 1.8653266429901123 255 176 0
3.3055586814880371 -0.7391321063041687 1.8800038099288940 255 176 0
3.2206203937530518 -0.1957767903804779 1.3626217842102051 255 176 0
3.2390205860137939 -1.2684154510498047 1.5792223215103149 255 176 0
4.0456619262695313 -0.9454061985015869 2.3700335025787354 255 176 0
2.9794445037841797 -1.0876364707946777 1.7369395494461060 255 176 0
3.2451255321502686 -0.8704211115837097 2.0353617668151855 255 176 0
2.5256071090698242 -1.2039134502410889 1.7856186628341675 255 176 0
3.3144385814666748 -1.1155027151107788 1.9844646453857422 255 176 0
3.8170018196105957 -1.0887762308120728 1.5729103088378906 255 176 0
3.0228743553161621 -1.1302930116653442 1.9930098056793213 255 176 0
2.7517576217651367 -1.1669566631317139 1.6283643245697021 255 176 0
3.3366112709045410 -1.2297388315200806 1.8802107572555542 255 176 0
3.3136413097381592 -0.6988069415092468 1.9307390451431274 255 176 0
3.2872436046600342 -1.1605420112609863 1.6565097570419312 255 176 0
4.7266826629638672 -0.2217760235071182 1.8340545892715454 255 176 0
3.3130109310150146 -0.7462345957756042 1.6099985837936401 255 176 0
3.3529167175292969 -0.3541763126850128 1.7107582092285156 255 176 0
3.3769497871398926 -0.5838546156883240 1.6381937265396118 255 176 0
3.9767067432403564 -0.1828096210956573 1.9644430875778198 255 176 0
3.0442903041839600 -0.8214046955108643 1.6406074762344360 255 176 0
3.0026237964630127 -0.9716406464576721 1.4844508171081543 255 176 0
3.3059639930725098 -0.6038680672645569 1.8279092311859131 255 176 0
3.1021807193756104 -0.8551824092864990 1.9659812450408936 255 176 0
3.6590595245361328 -1.2226682901382446 1.8036068677902222 255 176 0
3.6393201351165771 -0.5324232578277588 1.9919186830520630 255 176 0
3.3100864887237549 -1.1640675067901611 1.6389942169189453 255 176 0
3.0639803409576416 -0.0950126945972443 1.4391394853591919 255 176 0
3.1180901527404785 -0.9692723751068115 1.9737240076065063 255 176 0
3.3249073028564453 -0.6114592552185059 1.8259140253067017 255 176 0
3.3795349597930908 -0.5867851972579956 1.8603980541229248 255 176 0
3.2251462936401367 -0.8702422976493835 2.0352196693420410 255 176 0
3.4247827529907227 -0.5053079128265381 1.4926601648330688 255 176 0
3.3465003967285156 -0.6427773833274841 1.8593078851699829 255 176 0
3.2468862533569336 -0.8325202465057373 1.9556652307510376 255 176 0
3.2190661430358887 -0.0684863254427910 1.4892915487289429 255 176 0
3.9502382278442383 -0.7990522384643555 2.1197566986083984 255 176 0
2.9761517047882080 -0.0766784250736237 1.2371339797973633 255 176 0
3.0800712108612061 -0.8723366856575012 1.8816523551940918 255 176 0
3.3135232925415039 -1.0440455675125122 2.1080276966094971 255 176 0
3.2962143421173096 -0.7810484766960144 1.8916740417480469 255 176 0
3.3243730068206787 -1.0864472389221191 2.0316984653472900 255 176 0
3.3269701004028320 -0.8989323377609253 1.2979536056518555 255 176 0
3.3017849922180176 -1.0851796865463257 2.0376052856445313 255 176 0
3.5892970561981201 -0.5409873723983765 1.9836856126785278 255 176 0
3.3071644306182861 -1.1843703985214233 1.8725925683975220 255 176 0
3.2824506759643555 -1.1999696493148804 1.8739542961120605 255 176 0
3.4600815773010254 -1.0054227113723755 1.7308841943740845 255 176 0
3.1451828479766846 -0.7766298055648804 1.8032509088516235 255 176 0
2.9214928150177002 -0.8405339121818542 1.8626515865325928 255 176 0
3.4117929935455322 -0.6510229706764221 1.8665255308151245 255 176 0
3.0018200874328613 -1.1112049818038940 2.0174057483673096 255 176 0
2.8992824554443359 -0.8929057121276855 1.8467365503311157 255 176 0
3.4587373733520508 -0.7259574532508850 2.0259475708007813 255 176 0
3.2752261161804199 -0.4589654505252838 1.7071716785430908 255 176 0
3.1734671592712402 -0.8882343769073486 1.9912204742431641 255 176 0
3.1636168956756592 -0.7056121826171875 1.5188139677047729 255 176 0
3.2670531272888184 -1.2943819761276245 1.6714419126510620 255 176 0
3.1743094921112061 -1.1479462385177612 1.5912234783172607 255 176 0
3.3235802650451660 -1.1805131435394287 1.6691005229949951 255 176 0
4.0260934829711914 -0.9152573347091675 1.8102778196334839 255 176 0
3.7223956584930420 -1.0162197351455688 2.2871818542480469 255 176 0
3.4193797111511230 -1.2461438179016113 0.4248505830764771 255 176 0
3.3306007385253906 -0.8677306175231934 2.0449414253234863 255 176 0
3.5865039825439453 -0.7817234396934509 1.4892075061798096 255 176 0
3.0646295547485352 -1.0316914319992065 2.0351254940032959 255 176 0
3.7436625957489014 -0.8948408365249634 1.6653749942779541 255 176 0
3.3478507995605469 -1.1029019355773926 1.1142607927322388 255 176 0
3.3285834789276123 -1.1314283609390259 0.5919686555862427 255 176 0
2.9707689285278320 -1.8418275117874146 0.8392969369888306 255 176 0
3.3594064712524414 -0.9048102498054504 1.2831406593322754 255 176 0
3.3872733116149902 -0.9704981446266174 0.8797317743301392 255 176 0
3.2516906261444092 -0.9513169527053833 1.2093646526336670 255 176 0
3.1335213184356689 -0.7148999571800232 0.5042107701301575 255 176 0
3.3696134090423584 -0.9997283816337585 -0.1099969297647476 255 176 0
3.4744787216186523 -1.0544824600219727 0.3813526928424835 255 176 0
2.8557145595550537 -0.9866625666618347 0.5549192428588867 255 176 0
3.4124014377593994 -1.1247440576553345 0.8043138384819031 255 176 0
1.7205159664154053 -1.0815232992172241 0.3166837096214294 255 176 0
4.1691489219665527 -0.5642440319061279 2.2709579467773438 255 176 0
3.4415345191955566 -1.0505938529968262 1.6021687984466553 255 176 0
3.7713410854339600 -0.8938929438591003 2.1536843776702881 255 176 0
3.3936359882354736 -1.1089053153991699 2.0493571758270264 255 176 0
3.7682030200958252 -0.6373834013938904 2.1649081707000732 255 176 0
