//X Y Z R G B Original_cloud_index
5705
0.7016186118125916 -3.0174577236175537 4.1344399452209473 0 255 255 0.000000
0.3172756433486938 -3.3416075706481934 4.1716184616088867 0 255 255 0.000000
0.4096622467041016 -3.2750921249389648 4.1027846336364746 0 255 255 0.000000
0.3392016589641571 -3.4144451618194580 4.1316785812377930 0 255 255 0.000000
0.9381276965141296 -3.4016563892364502 4.2784924507141113 0 255 255 0.000000
0.8968384861946106 -3.4268925189971924 4.2770409584045410 0 255 255 0.000000
0.7182602286338806 -3.0188350677490234 4.1419396400451660 0 255 255 0.000000
0.2581096887588501 -3.2458460330963135 4.1229124069213867 0 255 255 0.000000
0.8556506037712097 -3.2502300739288330 4.1789140701293945 0 255 255 0.000000
0.1434376686811447 -3.2293884754180908 4.1628160476684570 0 255 255 0.000000
0.8401387929916382 -3.2330305576324463 4.1432809829711914 0 255 255 0.000000
0.4472608268260956 -3.1904525756835938 4.0649285316467285 0 255 255 0.000000
0.9018520116806030 -3.0918643474578857 4.1258749961853027 0 255 255 0.000000
0.1831290274858475 -4.1077265739440918 4.9483323097229004 0 255 255 0.000000
0.2550500929355621 -3.1644303798675537 4.0990076065063477 0 255 255 0.000000
0.9646414518356323 -3.0490674972534180 3.9818408489227295 0 255 255 0.000000
0.8511309623718262 -3.1901123523712158 4.1384310722351074 0 255 255 0.000000
0.9061919450759888 -3.1621155738830566 4.0485677719116211 0 255 255 0.000000
0.1602464467287064 -3.6626777648925781 4.3121399879455566 0 255 255 0.000000
0.7065533995628357 -3.0186591148376465 4.1416440010070801 0 255 255 0.000000
0.9396711587905884 -3.0676040649414063 4.1193742752075195 0 255 255 0.000000
0.1903423070907593 -3.4371604919433594 4.3244218826293945 0 255 255 0.000000
0.9745412468910217 -3.1246414184570313 4.1744766235351563 0 255 255 0.000000
0.1094364896416664 -3.3902869224548340 4.2461786270141602 0 255 255 0.000000
0.9859431385993958 -3.3372869491577148 4.3655157089233398 0 255 255 0.000000
0.4485099017620087 -2.7705347537994385 3.6400418281555176 0 255 255 0.000000
0.1777411997318268 -4.0413994789123535 4.8647108078002930 0 255 255 0.000000
0.9217565655708313 -3.4530746936798096 4.2765092849731445 0 255 255 0.000000
0.0601140186190605 -3.7243909835815430 4.4772748947143555 0 255 255 0.000000
0.2212540060281754 -3.2712018489837646 4.1405043601989746 0 255 255 0.000000
0.1331186294555664 -3.2729566097259521 4.1563916206359863 0 255 255 0.000000
0.1350226551294327 -3.8199810981750488 4.5287985801696777 0 255 255 0.000000
0.3080784976482391 -3.0652661323547363 4.0359520912170410 0 255 255 0.000000
0.9077106714248657 -3.6027703285217285 4.5799403190612793 0 255 255 0.000000
0.0477576218545437 -4.1182346343994141 4.8768329620361328 0 255 255 0.000000
1.0129923820495605 -3.1414029598236084 4.2104954719543457 0 255 255 0.000000
0.1315085738897324 -3.3968391418457031 4.2351965904235840 0 255 255 0.000000
0.2713023126125336 -3.1906008720397949 4.1099548339843750 0 255 255 0.000000
0.2611047625541687 -3.5165040493011475 4.2774553298950195 0 255 255 0.000000
0.9670734405517578 -3.0983152389526367 4.1379246711730957 0 255 255 0.000000
0.3101331591606140 -3.0734724998474121 4.0403537750244141 0 255 255 0.000000
0.3099993467330933 -3.0894951820373535 4.0445117950439453 0 255 255 0.000000
0.8609886765480042 -3.4897906780242920 4.1696262359619141 0 255 255 0.000000
0.8883216977119446 -3.0463910102844238 4.1399173736572266 0 255 255 0.000000
0.8937953710556030 -3.0659971237182617 4.1296195983886719 0 255 255 0.000000
0.2142243385314941 -3.7654922008514404 4.5379204750061035 0 255 255 0.000000
0.2321452200412750 -3.2342035770416260 4.0966682434082031 0 255 255 0.000000
0.8390690684318542 -3.5972557067871094 4.1526675224304199 0 255 255 0.000000
0.7250193953514099 -3.0529110431671143 4.1810708045959473 0 255 255 0.000000
0.9267771840095520 -3.4692764282226563 4.2901811599731445 0 255 255 0.000000
0.1919877380132675 -2.8583221435546875 3.6554431915283203 0 255 255 0.000000
0.9166272878646851 -3.2102982997894287 4.2398214340209961 0 255 255 0.000000
0.8893196582794189 -3.4884276390075684 4.1686291694641113 0 255 255 0.000000
0.9580194950103760 -3.4914541244506836 4.2709221839904785 0 255 255 0.000000
0.3831115961074829 -3.4085192680358887 4.2498135566711426 0 255 255 0.000000
0.7799695730209351 -4.1770496368408203 4.9280228614807129 0 255 255 0.000000
0.8540158867835999 -3.4054143428802490 4.1450719833374023 0 255 255 0.000000
0.8996474146842957 -3.0724802017211914 4.1013350486755371 0 255 255 0.000000
0.2082799673080444 -3.4774019718170166 4.2710461616516113 0 255 255 0.000000
0.1962618380784988 -3.7846763134002686 4.5145826339721680 0 255 255 0.000000
0.1905830502510071 -4.1419405937194824 4.8819303512573242 0 255 255 0.000000
0.1557825058698654 -4.0040888786315918 4.8045735359191895 0 255 255 0.000000
0.9420756697654724 -3.1483902931213379 4.2242174148559570 0 255 255 0.000000
0.9839986562728882 -3.2622714042663574 4.3389000892639160 0 255 255 0.000000
0.4505606591701508 -2.9009807109832764 3.9378595352172852 0 255 255 0.000000
0.8372960090637207 -3.9454009532928467 4.9347620010375977 0 255 255 0.000000
0.2827594280242920 -3.0666408538818359 4.1050271987915039 0 255 255 0.000000
0.0365771651268005 -3.9631755352020264 4.7416400909423828 0 255 255 0.000000
0.6708865761756897 -3.1331064701080322 4.1099543571472168 0 255 255 0.000000
0.3723838329315186 -3.3823390007019043 4.0226440429687500 0 255 255 0.000000
0.7585358619689941 -2.7822802066802979 3.6716110706329346 0 255 255 0.000000
0.0922304168343544 -3.8787584304809570 4.6288137435913086 0 255 255 0.000000
1.0065603256225586 -3.1073367595672607 4.1941862106323242 0 255 255 0.000000
0.0382641069591045 -4.0146346092224121 4.7193737030029297 0 255 255 0.000000
0.3727070689201355 -3.1553936004638672 3.8694972991943359 0 255 255 0.000000
0.1648777872323990 -3.6602869033813477 4.3132896423339844 0 255 255 0.000000
0.9782910943031311 -3.4761323928833008 4.4447827339172363 0 255 255 0.000000
0.9621788859367371 -3.0068397521972656 4.1453862190246582 0 255 255 0.000000
0.2495214343070984 -3.3338356018066406 4.0464696884155273 0 255 255 0.000000
0.2621240913867950 -3.3122174739837646 4.1217350959777832 0 255 255 0.000000
0.1697506606578827 -3.0959432125091553 4.0862369537353516 0 255 255 0.000000
0.2432972937822342 -3.7233848571777344 4.3993248939514160 0 255 255 0.000000
0.0380966514348984 -4.0342359542846680 5.0257673263549805 0 255 255 0.000000
0.1447685062885284 -3.0466144084930420 4.0863661766052246 0 255 255 0.000000
1.0183348655700684 -3.0415585041046143 4.2058887481689453 0 255 255 0.000000
